Age,Annual Income,Spending Score,House Price
35.60338558582603,49891.26547733588,73.26983278800707,741111.1695023449
62.68357240126606,46632.967698512264,19.266687564272445,747927.5267984279
52.403715265136036,34092.3130002288,35.31732974261873,550222.3137663613
46.13694875726072,68581.33360811904,66.66478304892401,1048800.0822913896
25.332876100794515,58129.93284069031,48.726845107923516,870340.8027565347
25.331742455801525,89256.0793859203,74.11853282485448,1368107.1014329572
20.729929771905375,22568.76643856466,96.1595822210631,321069.6030951798
58.710278851421954,71509.4342044101,12.538122083804552,1099760.1221595511
46.25240555193081,81035.91028092489,71.24720392340804,1239560.6490177934
51.279411156414135,80758.92553506457,23.804071407579336,1213869.762444547
18.967471231902714,90885.917367642,42.033196013349354,1391262.1614939643
63.58576305161373,78322.69942635953,4.253409853718843,1171531.9264366322
57.124804117619824,94224.8049318157,14.454830846977195,1393641.610056447
27.97993820187898,46612.52798567132,32.65795161584107,724027.0194270869
26.545773458733727,60256.75334012345,34.85659472351051,907411.8992536499
26.620011963111388,21126.373062631254,90.05893642974748,334197.4081250733
32.29938541909827,20556.606984263297,74.439478017385,350089.8304493286
42.66355228671517,39210.129636121594,97.24611385051706,579133.4986167653
38.30141587617944,28064.57577112682,60.308079523188816,423484.06062886456
31.68776958930797,40816.90943486029,24.929659477040477,648963.2093103516
46.75708605195183,34163.46356227179,33.43784796224264,531294.1589117021
24.556211450645968,22281.60198709186,32.66375640590474,325473.9370367924
31.730798481155254,92744.33171248395,33.32293843866191,1377381.9296012812
35.219006634803506,20657.850511111323,67.62345313806975,304658.334930951
39.43528925820069,78886.57154696684,53.54998488095121,1173924.632001027
54.90327018547164,32171.830953561323,39.15699363057779,492873.45939506515
27.384667761442905,92978.369759968,15.759887104142944,1401518.0832210863
42.169018605439746,91423.67516719086,3.1917771312724446,1382361.5727794243
45.843484736516,72312.09170954059,22.664633081181567,1073323.5544592782
20.183169397839894,73778.73198404841,11.639668992899445,1110466.1333041997
46.55460803936761,20427.131357575083,78.75905805437169,270758.5209648956
26.0146338133027,98789.72528908816,12.137297823574652,1490006.1520216828
21.057424870308136,90226.60828606515,72.69859549337679,1382118.511438798
